sku;titulo;personaje;serie;precio_lista;precio_ml;largo_titulo;color;fotos;descripcion;marca;modelo;largo;altura;relleno
FU10D-YELAN;Funda 100cm x 30cm (Doble) Yelan Genshin Impact;Yelan;Genshin Impact;12169;20461;47;Blanco;https://example.com/yelan.jpg;Funda 100cm x 30cm (Doble) de Yelan (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-YELAN;30;100;Fibra siliconada
FU10D-GANYU;Funda 100cm x 30cm (Doble) Ganyu Genshin Impact;Ganyu;Genshin Impact;12169;20461;47;Blanco;https://example.com/ganyu.jpg;Funda 100cm x 30cm (Doble) de Ganyu (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-GANYU;30;100;Fibra siliconada
FU10D-SHENH;Funda 100cm x 30cm (Doble) Shenhe Genshin Impact;Shenhe;Genshin Impact;12169;20461;48;Blanco;https://example.com/shenhe.jpg;Funda 100cm x 30cm (Doble) de Shenhe (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-SHENH;30;100;Fibra siliconada
FU10D-ARLEC;Funda 100cm x 30cm (Doble) Arlecchino Genshin Impact;Arlecchino;Genshin Impact;12169;20461;52;Blanco;https://example.com/arlecchino.jpg;Funda 100cm x 30cm (Doble) de Arlecchino (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-ARLEC;30;100;Fibra siliconada
FU10D-NAHID;Funda 100cm x 30cm (Doble) Nahida Genshin Impact;Nahida;Genshin Impact;12169;20461;48;Blanco;https://example.com/nahida.jpg;Funda 100cm x 30cm (Doble) de Nahida (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-NAHID;30;100;Fibra siliconada
FU10D-ZHONG;Funda 100cm x 30cm (Doble) Zhongli Genshin Impact;Zhongli;Genshin Impact;12169;20461;49;Blanco;https://example.com/zhongli.jpg;Funda 100cm x 30cm (Doble) de Zhongli (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-ZHONG;30;100;Fibra siliconada
FU10D-NEUVI;Funda 100cm x 30cm (Doble) Neuvillette Genshin Impact;Neuvillette;Genshin Impact;12169;20461;53;Blanco;https://example.com/neuvillette.jpg;Funda 100cm x 30cm (Doble) de Neuvillette (Genshin Impact). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-NEUVI;30;100;Fibra siliconada
FU10D-REM;Funda 100cm x 30cm (Doble) Rem Re:Zero;Rem;Re:Zero;12169;20461;38;Blanco;;Funda 100cm x 30cm (Doble) de Rem (Re:Zero). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-REM;30;100;Fibra siliconada
FU10D-RAM;Funda 100cm x 30cm (Doble) Ram Re:Zero;Ram;Re:Zero;12169;20461;38;Blanco;;Funda 100cm x 30cm (Doble) de Ram (Re:Zero). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-RAM;30;100;Fibra siliconada
FU10D-EMILI;Funda 100cm x 30cm (Doble) Emilia Re:Zero;Emilia;Re:Zero;12169;20461;41;Blanco;;Funda 100cm x 30cm (Doble) de Emilia (Re:Zero). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-EMILI;30;100;Fibra siliconada
FU10D-ECHID;Funda 100cm x 30cm (Doble) Echidna Re:Zero;Echidna;Re:Zero;12169;20461;42;Blanco;;Funda 100cm x 30cm (Doble) de Echidna (Re:Zero). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-ECHID;30;100;Fibra siliconada
FU10D-GOJOS;Funda 100cm x 30cm (Doble) Gojo Satoru Jujutsu Kaisen;Gojo Satoru;Jujutsu Kaisen;12169;20461;53;Blanco;;Funda 100cm x 30cm (Doble) de Gojo Satoru (Jujutsu Kaisen). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-GOJOS;30;100;Fibra siliconada
FU10D-TOJIF;Funda 100cm x 30cm (Doble) Toji Fushiguro Jujutsu Kaisen;Toji Fushiguro;Jujutsu Kaisen;12169;20461;56;Blanco;;Funda 100cm x 30cm (Doble) de Toji Fushiguro (Jujutsu Kaisen). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-TOJIF;30;100;Fibra siliconada
FU10D-RYOME;Funda 100cm x 30cm (Doble) Ryomen Sukuna Jujutsu Kaisen;Ryomen Sukuna;Jujutsu Kaisen;12169;20461;55;Blanco;;Funda 100cm x 30cm (Doble) de Ryomen Sukuna (Jujutsu Kaisen). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-RYOME;30;100;Fibra siliconada
FU10D-MAKIZ;Funda 100cm x 30cm (Doble) Maki Zenin Jujutsu Kaisen;Maki Zenin;Jujutsu Kaisen;12169;20461;52;Blanco;;Funda 100cm x 30cm (Doble) de Maki Zenin (Jujutsu Kaisen). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-MAKIZ;30;100;Fibra siliconada
FU10D-NOBAR;Funda 100cm x 30cm (Doble) Nobara Kugisaki Jujutsu Kaisen;Nobara Kugisaki;Jujutsu Kaisen;12169;20461;57;Blanco;;Funda 100cm x 30cm (Doble) de Nobara Kugisaki (Jujutsu Kaisen). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-NOBAR;30;100;Fibra siliconada
FU10D-NEZUK;Funda 100cm x 30cm (Doble) Nezuko Kamado Demon Slayer;Nezuko Kamado;Demon Slayer;12169;20461;53;Blanco;;Funda 100cm x 30cm (Doble) de Nezuko Kamado (Demon Slayer). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-NEZUK;30;100;Fibra siliconada
FU10D-MITSU;Funda 100cm x 30cm (Doble) Mitsuri Kanroji Demon Slayer;Mitsuri Kanroji;Demon Slayer;12169;20461;55;Blanco;;Funda 100cm x 30cm (Doble) de Mitsuri Kanroji (Demon Slayer). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-MITSU;30;100;Fibra siliconada
FU10D-SHINO;Funda 100cm x 30cm (Doble) Shinobu Kocho Demon Slayer;Shinobu Kocho;Demon Slayer;12169;20461;53;Blanco;;Funda 100cm x 30cm (Doble) de Shinobu Kocho (Demon Slayer). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-SHINO;30;100;Fibra siliconada
FU10D-KANAO;Funda 100cm x 30cm (Doble) Kanao Tsuyuri Demon Slayer;Kanao Tsuyuri;Demon Slayer;12169;20461;53;Blanco;;Funda 100cm x 30cm (Doble) de Kanao Tsuyuri (Demon Slayer). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-KANAO;30;100;Fibra siliconada
FU10D-MAKIM;Funda 100cm x 30cm (Doble) Makima Chainsaw Man;Makima;Chainsaw Man;12169;20461;46;Blanco;;Funda 100cm x 30cm (Doble) de Makima (Chainsaw Man). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-MAKIM;30;100;Fibra siliconada
FU10D-POWER;Funda 100cm x 30cm (Doble) Power Chainsaw Man;Power;Chainsaw Man;12169;20461;45;Blanco;;Funda 100cm x 30cm (Doble) de Power (Chainsaw Man). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-POWER;30;100;Fibra siliconada
FU10D-REZE;Funda 100cm x 30cm (Doble) Reze Chainsaw Man;Reze;Chainsaw Man;12169;20461;44;Blanco;;Funda 100cm x 30cm (Doble) de Reze (Chainsaw Man). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-REZE;30;100;Fibra siliconada
FU10D-FRIER;Funda 100cm x 30cm (Doble) Frieren Sousou no Frieren;Frieren;Sousou no Frieren;12169;20461;52;Blanco;;Funda 100cm x 30cm (Doble) de Frieren (Sousou no Frieren). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-FRIER;30;100;Fibra siliconada
FU10D-FERN;Funda 100cm x 30cm (Doble) Fern Sousou no Frieren;Fern;Sousou no Frieren;12169;20461;49;Blanco;;Funda 100cm x 30cm (Doble) de Fern (Sousou no Frieren). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-FERN;30;100;Fibra siliconada
FU10D-YORFO;Funda 100cm x 30cm (Doble) Yor Forger Spy x Family;Yor Forger;Spy x Family;12169;20461;50;Blanco;;Funda 100cm x 30cm (Doble) de Yor Forger (Spy x Family). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-YORFO;30;100;Fibra siliconada
FU10D-HATSU;Funda 100cm x 30cm (Doble) Hatsune Miku Vocaloid;Hatsune Miku;Vocaloid;12169;20461;48;Blanco;;Funda 100cm x 30cm (Doble) de Hatsune Miku (Vocaloid). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-HATSU;30;100;Fibra siliconada
FU10D-2B;Funda 100cm x 30cm (Doble) 2B NieR Automata;2B;NieR Automata;12169;20461;43;Blanco;;Funda 100cm x 30cm (Doble) de 2B (NieR Automata). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-2B;30;100;Fibra siliconada
FU10D-ASUKA;Funda 100cm x 30cm (Doble) Asuka Langley Evangelion;Asuka Langley;Evangelion;12169;20461;51;Blanco;;Funda 100cm x 30cm (Doble) de Asuka Langley (Evangelion). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-ASUKA;30;100;Fibra siliconada
FU10D-REIAY;Funda 100cm x 30cm (Doble) Rei Ayanami Evangelion;Rei Ayanami;Evangelion;12169;20461;49;Blanco;;Funda 100cm x 30cm (Doble) de Rei Ayanami (Evangelion). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-REIAY;30;100;Fibra siliconada
FU10D-ALBED;Funda 100cm x 30cm (Doble) Albedo Overlord;Albedo;Overlord;12169;20461;42;Blanco;;Funda 100cm x 30cm (Doble) de Albedo (Overlord). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-ALBED;30;100;Fibra siliconada
FU10D-MARIN;Funda 100cm x 30cm (Doble) Marin Kitagawa;Marin Kitagawa;My Dress-Up Darling;12169;20461;41;Blanco;;Funda 100cm x 30cm (Doble) de Marin Kitagawa (My Dress-Up Darling). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-MARIN;30;100;Fibra siliconada
FU10D-ARTOR;Funda 100cm x 30cm (Doble) Artoria Pendragon Fate Stay Night;Artoria Pendragon;Fate Stay Night;12169;20461;60;Blanco;;Funda 100cm x 30cm (Doble) de Artoria Pendragon (Fate Stay Night). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-ARTOR;30;100;Fibra siliconada
FU10D-JEANN;Funda 100cm x 30cm (Doble) Jeanne d'Arc Fate Grand Order;Jeanne d'Arc;Fate Grand Order;12169;20461;56;Blanco;;Funda 100cm x 30cm (Doble) de Jeanne d'Arc (Fate Grand Order). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-JEANN;30;100;Fibra siliconada
FU10D-ASUNA;Funda 100cm x 30cm (Doble) Asuna Blue Archive;Asuna;Blue Archive;12169;20461;45;Blanco;;Funda 100cm x 30cm (Doble) de Asuna (Blue Archive). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-ASUNA;30;100;Fibra siliconada
FU10D-KARIN;Funda 100cm x 30cm (Doble) Karin Blue Archive;Karin;Blue Archive;12169;20461;45;Blanco;;Funda 100cm x 30cm (Doble) de Karin (Blue Archive). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-KARIN;30;100;Fibra siliconada
FU10D-MIKAS;Funda 100cm x 30cm (Doble) Mikasa Ackerman Attack on Titan;Mikasa Ackerman;Attack on Titan;12169;20461;58;Blanco;;Funda 100cm x 30cm (Doble) de Mikasa Ackerman (Attack on Titan). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-MIKAS;30;100;Fibra siliconada
FU10D-LEVIA;Funda 100cm x 30cm (Doble) Levi Ackerman Attack on Titan;Levi Ackerman;Attack on Titan;12169;20461;56;Blanco;;Funda 100cm x 30cm (Doble) de Levi Ackerman (Attack on Titan). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-LEVIA;30;100;Fibra siliconada
FU10D-NAMI;Funda 100cm x 30cm (Doble) Nami One Piece;Nami;One Piece;12169;20461;41;Blanco;;Funda 100cm x 30cm (Doble) de Nami (One Piece). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-NAMI;30;100;Fibra siliconada
FU10D-NICOR;Funda 100cm x 30cm (Doble) Nico Robin One Piece;Nico Robin;One Piece;12169;20461;47;Blanco;;Funda 100cm x 30cm (Doble) de Nico Robin (One Piece). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-NICOR;30;100;Fibra siliconada
FU10D-BOAHA;Funda 100cm x 30cm (Doble) Boa Hancock One Piece;Boa Hancock;One Piece;12169;20461;48;Blanco;;Funda 100cm x 30cm (Doble) de Boa Hancock (One Piece). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-BOAHA;30;100;Fibra siliconada
FU10D-MEGUM;Funda 100cm x 30cm (Doble) Megumin Konosuba;Megumin;Konosuba;12169;20461;43;Blanco;;Funda 100cm x 30cm (Doble) de Megumin (Konosuba). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-MEGUM;30;100;Fibra siliconada
FU10D-AQUA;Funda 100cm x 30cm (Doble) Aqua Konosuba;Aqua;Konosuba;12169;20461;40;Blanco;;Funda 100cm x 30cm (Doble) de Aqua (Konosuba). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-AQUA;30;100;Fibra siliconada
FU10D-MIRKO;Funda 100cm x 30cm (Doble) Mirko My Hero Academia;Mirko;My Hero Academia;12169;20461;49;Blanco;;Funda 100cm x 30cm (Doble) de Mirko (My Hero Academia). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-MIRKO;30;100;Fibra siliconada
FU10D-HIMIK;Funda 100cm x 30cm (Doble) Himiko Toga My Hero Academia;Himiko Toga;My Hero Academia;12169;20461;55;Blanco;;Funda 100cm x 30cm (Doble) de Himiko Toga (My Hero Academia). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-HIMIK;30;100;Fibra siliconada
FU10D-HITOR;Funda 100cm x 30cm (Doble) Hitori Gotoh Bocchi the Rock!;Hitori Gotoh;Bocchi the Rock!;12169;20461;56;Blanco;;Funda 100cm x 30cm (Doble) de Hitori Gotoh (Bocchi the Rock!). Confeccionado en tela de alta calidad, estampado HD y relleno suave.;Genérica;FU10D-HITOR;30;100;Fibra siliconada
